,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
120868,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,56000.0,36.0,,
120871,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,78000.0,42.0,,2.0
120875,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|,1100000.0,251.0,,5.0
120876,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,78000.0,53.0,,
120877,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,49000.0,36.0,,
120879,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,109000.0,78.0,,
120882,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,119000.0,78.0,,
120883,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,65500.0,36.0,,
120885,2017-07-04,apartment,|Argentina|Capital Federal|Barracas|,295000.0,433.0,,6.0
120886,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,93000.0,45.0,,2.0
120887,2017-07-04,house,|Argentina|Santa Fe|Capitán Bermúdez|,88000.0,170.0,,
120889,2017-07-04,house,|Argentina|Santa Fe|Roldán|,125000.0,720.0,,
120890,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,90000.0,47.0,,
120891,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,105000.0,48.0,,
120893,2017-07-04,PH,|Argentina|Capital Federal|Liniers|,95000.0,60.0,,
120894,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,138000.0,341.0,,4.0
120895,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,125000.0,420.0,,4.0
120896,2017-07-04,house,|Argentina|Santa Fe|Rosario|,53559.91,95.0,,
120901,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,120000.0,44.0,,2.0
120902,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Manzanares|,168000.0,120.0,,
120906,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,95000.0,47.0,,
120907,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Centro|,138900.0,62.0,,
120908,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,40.0,,2.0
120909,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|La Perla|,60000.0,30.0,,
120910,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,130000.0,47.0,,2.0
120911,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,140000.0,50.0,,2.0
120913,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|,1200000.0,590.0,,15.0
120915,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,124000.0,41.0,,1.0
120916,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,120000.0,41.0,,1.0
120917,2017-07-04,house,|Argentina|San Luis|San Luis|,174998.48,592.0,,4.0
120918,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,40000.0,30.0,,2.0
120921,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,85500.0,45.0,,2.0
120922,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,40.0,,2.0
120924,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,65.0,,3.0
120925,2017-07-04,PH,|Argentina|Capital Federal|Boedo|,169000.0,83.0,,3.0
120929,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,122000.0,0.0,,
120930,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,78000.0,0.0,,
120935,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,140000.0,146.0,,
120936,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,119000.0,60.0,,3.0
120937,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,85500.0,45.0,,2.0
120938,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,59500.0,25.0,,1.0
120939,2017-07-04,house,|Argentina|Córdoba|Córdoba|,123384.08,150.0,,
120943,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75000.0,50.0,,3.0
120944,2017-07-04,house,|Argentina|Buenos Aires Interior|General Pueyrredón|Sierra de los Padres|,350000.0,600.0,,6.0
120945,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,59500.0,25.0,,1.0
120946,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
120947,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,85500.0,45.0,,2.0
120950,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,70104.59,0.0,,
120951,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
120953,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,160000.0,200.0,,
120954,2017-07-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,55000.0,0.0,,
120958,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Sur|San Vicente|,650000.0,3400.0,,5.0
120962,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,650000.0,1000.0,,5.0
120964,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,330.0,,3.0
120965,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,40.0,,2.0
120966,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,259900.0,284.0,,3.0
120967,2017-07-04,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,125000.0,200.0,,4.0
120968,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,67000.0,38.0,,2.0
120969,2017-07-04,apartment,|Argentina|Capital Federal|Almagro|,155000.0,74.0,,3.0
120974,2017-07-04,house,|Argentina|Misiones|Posadas|,70000.0,45.0,,6.0
120975,2017-07-04,house,|Argentina|Misiones|Posadas|,42062.75,40.0,,4.0
120976,2017-07-04,house,|Argentina|Misiones|Posadas|,42062.75,400.0,,
120977,2017-07-04,house,|Argentina|Misiones|Posadas|,33650.2,360.0,,4.0
120978,2017-07-04,house,|Argentina|Misiones|Posadas|,140209.19,100.0,,8.0
120981,2017-07-04,apartment,|Argentina|Misiones|Posadas|,100950.61,58.0,,4.0
120983,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,40.0,,2.0
120984,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,125000.0,85.0,,3.0
120985,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
120986,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,50000.0,36.0,,1.0
120987,2017-07-04,house,|Argentina|Buenos Aires Interior|Bahía Blanca|,50475.3,230.0,,2.0
120988,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,90000.0,67.0,,3.0
120989,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,100000.0,65.0,,4.0
120990,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,170000.0,80.0,,4.0
120991,2017-07-04,store,|Argentina|Capital Federal|Villa Crespo|,490000.0,120.0,,
120994,2017-07-04,store,|Argentina|Buenos Aires Interior|Bahía Blanca|,67300.41,35.0,,
120995,2017-07-04,apartment,|Argentina|Capital Federal|Monserrat|,170000.0,56.0,,2.0
120996,2017-07-04,house,|Argentina|Buenos Aires Interior|Tornquist|Villa Ventana|,250000.0,2100.0,,6.0
120997,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,84125.51,47.0,,
121001,2017-07-04,house,|Argentina|Buenos Aires Interior|Bahía Blanca|,137000.0,340.0,,
121002,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,138900.0,70.0,,3.0
121003,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95900.0,50.0,,2.0
121004,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,98900.0,60.0,,2.0
121005,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,220000.0,145.0,,5.0
121006,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,115900.0,40.0,,2.0
121007,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,40.0,,2.0
121008,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95900.0,45.0,,2.0
121010,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,114500.0,51.0,,2.0
121011,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,107000.0,65.0,,4.0
121012,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,140000.0,80.0,,2.0
121013,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,110000.0,60.0,,3.0
121014,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,87000.0,55.0,,3.0
121015,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,54000.0,26.0,,1.0
121016,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,212500.0,76.0,,3.0
121017,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,36.0,,2.0
121018,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,169000.0,600.0,,4.0
121019,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,91000.0,54.0,,3.0
121021,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,450000.0,430.0,,5.0
121025,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,220000.0,800.0,,4.0
121026,2017-07-04,house,|Argentina|Misiones|Posadas|,89733.88,243.0,,3.0
121027,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,250000.0,1375.0,,4.0
121028,2017-07-04,house,|Argentina|Santa Fe|Rosario|,296121.81,285.0,,4.0
121029,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,55522.84,42.0,,2.0
121030,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,62000.0,42.0,,2.0
121031,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,47500.0,27.0,,1.0
121032,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,40380.24,29.0,,1.0
121033,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,72908.77,53.0,,2.0
121034,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,81500.0,53.0,,2.0
121035,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,61131.2,37.0,,2.0
121036,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,68200.0,37.0,,2.0
121037,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,150000.0,100.0,,3.0
121038,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,53840.32,37.0,,2.0
121039,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,60000.0,37.0,,2.0
121040,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,72908.77,47.0,,2.0
121041,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,81250.0,47.0,,2.0
121042,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Sarandi|,190000.0,313.0,,
121043,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,48231.96,38.0,,1.0
121044,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,53500.0,38.0,,1.0
121045,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,48200.0,23.0,,1.0
121046,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,45000.0,29.0,,1.0
121047,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,50475.3,40.0,,1.0
121048,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,56200.0,40.0,,1.0
121049,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,43184.43,23.0,,1.0
121050,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,67300.41,45.0,,2.0
121051,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,75000.0,45.0,,2.0
121052,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,165000.0,84.0,,3.0
121053,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,148060.9,84.0,,3.0
121054,2017-07-04,apartment,|Argentina|Santa Fe|Rosario|,134600.82,100.0,,3.0
121055,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,59500.0,25.0,,1.0
121056,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
121057,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,65000.0,45.0,,
121058,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,89000.0,42.0,,2.0
121059,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,85500.0,45.0,,2.0
121065,2017-07-04,apartment,|Argentina|Capital Federal|Recoleta|,152301.16,43.0,,1.0
121067,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,390000.0,1100.0,,5.0
121069,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,97000.0,45.0,,2.0
121070,2017-07-04,house,|Argentina|Córdoba|Córdoba|,123384.08,200.0,,6.0
121071,2017-07-04,house,|Argentina|Córdoba|Villa Carlos Paz|,56083.67,2750.0,,3.0
121072,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,68000.0,36.0,,2.0
121073,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,215000.0,180.0,,5.0
121074,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75000.0,348.0,,3.0
121079,2017-07-04,house,|Argentina|Córdoba|Villa Carlos Paz|,330000.0,482.0,,10.0
121081,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,75000.0,60.0,,2.0
121082,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,117214.88,88.0,,3.0
121083,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,64496.22,35.0,,1.0
121084,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,70104.59,54.0,,2.0
121085,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,87000.0,40.0,,2.0
121086,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,71787.1,45.0,,3.0
121087,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,81321.33,40.0,,2.0
121088,2017-07-04,apartment,|Argentina|Buenos Aires Interior|Bahía Blanca|,81321.33,48.0,,2.0
121089,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
121090,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,55900.0,23.0,,1.0
121091,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,179000.0,79.0,,4.0
121092,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,149000.0,70.0,,3.0
121093,2017-07-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Alisos|,265000.0,181.0,,
121094,2017-07-04,house,|Argentina|Buenos Aires Interior|Tres Arroyos|,85000.0,100.0,,7.0
121095,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,49000.0,33.0,,2.0
121096,2017-07-04,apartment,|Argentina|Capital Federal|Caballito|,115000.0,53.0,,3.0
121097,2017-07-04,apartment,|Argentina|Capital Federal|Liniers|,119000.0,79.0,,4.0
121098,2017-07-04,PH,|Argentina|Capital Federal|Flores|,89000.0,99.0,,3.0
121099,2017-07-04,apartment,|Argentina|Capital Federal|Flores|,189000.0,79.0,,4.0
121100,2017-07-04,apartment,|Argentina|Capital Federal|Caballito|,189000.0,79.0,,4.0
121101,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,555.0,,1.0
121102,2017-07-04,house,|Argentina|Córdoba|Tanti|,78000.0,700.0,,3.0
121103,2017-07-04,house,|Argentina|Córdoba|Tanti|,55000.0,700.0,,3.0
121104,2017-07-04,PH,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,165000.0,400.0,,6.0
121106,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,280000.0,85.0,,3.0
121107,2017-07-04,house,|Argentina|Córdoba|Villa Carlos Paz|,210000.0,500.0,,3.0
121108,2017-07-04,apartment,|Argentina|Capital Federal|Nuñez|,1650000.0,215.0,,4.0
121109,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,130000.0,317.0,,3.0
121110,2017-07-04,apartment,|Argentina|Capital Federal|Recoleta|,350000.0,121.0,,5.0
121111,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Costa Esmeralda|,180000.0,190.0,,4.0
121112,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Costa Esmeralda|,255000.0,180.0,,5.0
121113,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,70000.0,56.0,,2.0
121114,2017-07-04,apartment,|Argentina|Capital Federal|Balvanera|,203000.0,82.0,,3.0
121115,2017-07-04,apartment,|Argentina|Capital Federal|Belgrano|,148000.0,46.0,,1.0
121116,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|,100905.0,34.0,,1.0
121117,2017-07-04,apartment,|Argentina|Capital Federal|Palermo|,153000.0,56.0,,2.0
121118,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar de Ajó|,950000.0,628.0,,4.0
121120,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar de Ajó|,350000.0,209.0,,4.0
121121,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,115900.0,40.0,,2.0
121122,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,125000.0,50.0,,2.0
121123,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,138900.0,60.0,,3.0
121124,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95900.0,50.0,,2.0
121125,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75900.0,42.0,,2.0
121126,2017-07-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,98900.0,62.0,,2.0
121127,2017-07-04,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,256.0,,
121128,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,225000.0,235.0,,4.0
121129,2017-07-04,house,|Argentina|Buenos Aires Costa Atlántica|Costa Esmeralda|,294000.0,243.0,,5.0
